sha,message,author,committer,url,total_changes,organization,repository
f8416547d525dcf3f4dfad7bd5e2fcf80542a146,chore(geodatafusion): Use datafusion git pin on main to support Arrow 56 (#1273),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/f8416547d525dcf3f4dfad7bd5e2fcf80542a146,63,geoarrow,geoarrow-rs
273c73e596d5ae3978e8502fa8615a42f646e9e6,fix(geoarrow-array)!: WkbBuilder should return result when appending geometries (#1271),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/273c73e596d5ae3978e8502fa8615a42f646e9e6,35,geoarrow,geoarrow-rs
ad94c46e6ea240fa7a89035f20f7807bd5c72b91,"feat(geoarrow-geos, geoarrow-array): Remove unneeded todos (#1270)",Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/ad94c46e6ea240fa7a89035f20f7807bd5c72b91,188,geoarrow,geoarrow-rs
cc29dafa695831f108147449001e205e349a9ef6,fix(geoarrow-array): Allow pushing Rect to MultiPolygonBuilder (#1269),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/cc29dafa695831f108147449001e205e349a9ef6,3,geoarrow,geoarrow-rs
0866b8034350222b23abb419b23c1dc7a614e5a2,feat(geoarrow-array): add shrink_to_fit methods to builders (#1268),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/0866b8034350222b23abb419b23c1dc7a614e5a2,122,geoarrow,geoarrow-rs
5d45af60149c8594db86ab7e5eb229f98d068403,feat(geoarrow-schema): Check inferred dimension against list size for interleaved point input (#1267),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/5d45af60149c8594db86ab7e5eb229f98d068403,19,geoarrow,geoarrow-rs
e2b721c890b4fa99c08e1ac66adeed347be06915,feat(geoarrow-schema)!: Use GeoArrowError in TryFrom from geo_traits::Dimension (#1266),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/e2b721c890b4fa99c08e1ac66adeed347be06915,12,geoarrow,geoarrow-rs
69428b07eea67d76cf0c32958abd04a94372cf5a,"chore(geoarrow-old): Remove more code from old, unused `geoarrow` crate (#1265)",Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/69428b07eea67d76cf0c32958abd04a94372cf5a,4604,geoarrow,geoarrow-rs
e2f3e18b4cf204418d472e25ac5dfdad54b24cff,chore: Avoid using `unwrap` after `try_push_usize` (#1264),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/e2f3e18b4cf204418d472e25ac5dfdad54b24cff,75,geoarrow,geoarrow-rs
925382e7bce953d7deec62af1b661e9bac0cf984,perf(geoarrow-array): Cast Wkb/Wkt to WkbViewArray/WktViewArray without parsing/re-encoding geometries (#1263),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/925382e7bce953d7deec62af1b661e9bac0cf984,71,geoarrow,geoarrow-rs
023c1b340992a122bb88915551ef8e810803f871,chore: Bump to arrow 56 (#1262),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/023c1b340992a122bb88915551ef8e810803f871,324,geoarrow,geoarrow-rs
ac2d5c0c4f3cb475064d9fdc5e763a2df39d16da,chore(geoarrow-flatgeobuf): update flatgeobuf dep to 5.0 (#1261),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/ac2d5c0c4f3cb475064d9fdc5e763a2df39d16da,9,geoarrow,geoarrow-rs
9cbd3e4e0a0811fd31be76fca55924ec1b2261bf,feat(geoarrow-flatgeobuf): Improved schema inference & expose more from header (#1260),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/9cbd3e4e0a0811fd31be76fca55924ec1b2261bf,495,geoarrow,geoarrow-rs
